"TOA5","NWC0","CR300","10171","CR310-WIFI.Std.10.03","CPU:NWC0_05A.CR300","59237","NWC0_05A"
"TIMESTAMP","RECORD","TAIR","RELH","SRAD","WSPD","WMAX","WDIR","RAIN","BATV"
"TS","RN","DegC","Percent","W/m2","m/s","m/s","Deg","mm","Volts"
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot","Smp"
"2021-02-01 06:30:00",673,1.103,85.9,0.004,0.093,0.552,227,0,12.65
"2021-02-01 06:35:00",674,1.196,85.4,0.003,0.023,0.149,304.8,0,12.65
"2021-02-01 06:40:00",675,1.168,85.5,0.004,0.064,0.342,268.3,0,12.64
"2021-02-01 06:45:00",676,1.111,85.6,0.003,0.119,0.386,297,0,12.64
"2021-02-01 06:50:00",677,1.012,86,0.004,0.105,0.342,291.7,0,12.64
"2021-02-01 06:55:00",678,0.924,86.4,0.003,0.101,0.35,296.6,0,12.7
"2021-02-01 07:00:00",679,0.858,86.7,0.003,0.105,0.421,291.7,0,12.63
"2021-02-01 07:05:00",680,0.794,86.9,0.002,0.046,0.307,307,0,12.63
"2021-02-01 07:10:00",681,0.731,87,0.002,0.016,0.114,293.1,0,12.63
"2021-02-01 07:15:00",682,0.452,87.3,0.004,0.012,0.149,287.6,0,12.63
"2021-02-01 07:20:00",683,0.106,89.1,0.002,0.03,0.245,313.4,0,12.62
"2021-02-01 07:25:00",684,-0.084,90.5,0.004,0.056,0.289,308.7,0,12.62
"2021-02-01 07:30:00",685,-0.168,91.2,0.003,0.029,0.263,299.1,0,12.62
"2021-02-01 07:35:00",686,-0.162,91.4,0.004,0.025,0.184,307.8,0,12.62
"2021-02-01 07:40:00",687,-0.119,91.3,0.002,0.018,0.123,296.3,0,12.61
"2021-02-01 07:45:00",688,-0.152,91.5,0.005,0.019,0.149,309.1,0,12.61
"2021-02-01 07:50:00",689,-0.146,91.7,0.004,0.03,0.202,351.2,0,12.6
"2021-02-01 07:55:00",690,-0.146,91.7,0.002,0.039,0.193,44.56,0,12.61
"2021-02-01 09:15:00",706,0.165,89.2,0.002,0.163,0.517,278.6,0,12.56
"2021-02-01 09:20:00",707,0.136,89.2,0.004,0.117,0.508,282.4,0,12.55
"2021-02-01 09:25:00",708,0.144,89.2,0.003,0.14,0.377,294.9,0,12.56
"2021-02-01 09:30:00",709,0.16,88.9,0.002,0.079,0.342,316.9,0,12.55
"2021-02-01 09:35:00",710,0.127,88.9,0.004,0.109,0.412,296.7,0,12.48
"2021-02-01 09:40:00",711,0.062,89,0.005,0.157,0.491,296.9,0,12.55
"2021-02-01 09:45:00",712,0,89.2,0.003,0.05,0.333,320.7,0,12.54
"2021-02-01 09:50:00",713,0.026,89,0.003,0.036,0.202,313.9,0,12.54
"2021-02-01 09:55:00",714,0.007,89,0.005,0.063,0.219,301.6,0,12.54
"2021-02-01 10:00:00",715,-0.076,89.3,0.005,0.018,0.114,292.6,0,12.54
"2021-02-01 10:05:00",716,-0.12,89.4,0.005,0.054,0.254,275.8,0,12.53
"2021-02-01 10:10:00",717,-0.123,89.2,0.003,0.044,0.35,296.7,0,12.53
"2021-02-01 10:15:00",718,-0.181,89.3,0.002,0.116,0.386,268.4,0,12.53
"2021-02-01 10:20:00",719,-0.204,89.1,0.005,0.049,0.386,291,0,12.52
"2021-02-01 10:25:00",720,-0.25,88.9,0.003,0.037,0.219,287,0,12.52
"2021-02-01 10:30:00",721,-0.394,89.3,0.003,0.047,0.245,307.7,0,12.52
"2021-02-01 10:35:00",722,-0.471,89.4,0.003,0.074,0.272,310,0,12.52
"2021-02-01 10:40:00",723,-0.606,89.6,0.004,0.059,0.254,356.7,0,12.52
"2021-02-01 10:45:00",724,-0.757,89.9,0.004,0.105,0.429,72.01,0,12.52
"2021-02-01 10:50:00",725,-0.831,90.7,0.005,0.086,0.324,322.6,0,12.52
"2021-02-01 10:55:00",726,-0.771,90.5,0.003,0.06,0.28,283.4,0,12.58
"2021-02-01 11:00:00",727,-0.736,90.2,0.006,0.072,0.272,293.8,0,12.51
"2021-02-01 11:05:00",728,-0.692,89.8,0.001,0.053,0.219,322.5,0,12.51
"2021-02-01 11:10:00",729,-0.682,89.5,0.004,0.063,0.245,308.9,0,12.51
"2021-02-01 11:15:00",730,-0.673,89.3,0.002,0.064,0.412,350.4,0,12.51
"2021-02-01 11:20:00",731,-0.622,88.9,0.003,0.074,0.315,326.8,0,12.51
"2021-02-01 11:25:00",732,-0.611,88.4,0.003,0.059,0.245,303.7,0,12.5
"2021-02-01 11:30:00",733,-0.679,88.5,0.002,0.096,0.263,295.9,0,12.5
"2021-02-01 11:35:00",734,-0.608,88.1,0.005,0.08,0.447,308.1,0,12.5
"2021-02-01 11:40:00",735,-0.551,87.6,0.003,0.047,0.394,358.7,0,12.49
"2021-02-01 11:45:00",736,-0.499,87.2,0.006,0.087,0.438,323.9,0,12.5
"2021-02-01 11:50:00",737,-0.491,86.9,0.007,0.1,0.272,290.2,0,12.49
"2021-02-01 11:55:00",738,-0.473,86.7,0.013,0.083,0.245,297.1,0,12.49
"2021-02-01 12:00:00",739,-0.481,86.6,0.029,0.076,0.35,296.1,0,12.49
"2021-02-01 12:05:00",740,-0.408,86.1,0.098,0.081,0.298,317.1,0,12.49
"2021-02-01 12:10:00",741,-0.407,85.8,0.327,0.096,0.333,299.5,0,12.49
"2021-02-01 12:15:00",742,-0.484,85.9,0.941,0.076,0.35,284.2,0,12.55
"2021-02-01 12:20:00",743,-0.505,85.7,2.131,0.123,0.342,273.8,0,12.49
"2021-02-01 12:25:00",744,-0.485,85.5,3.795,0.113,0.289,295.1,0,12.49
"2021-02-01 12:30:00",745,-0.471,85.3,6.174,0.148,0.491,289.1,0,12.49
"2021-02-01 12:35:00",746,-0.437,85.1,16.89,0.222,0.526,281.9,0,12.5
"2021-02-01 12:40:00",747,-0.351,84.6,31.4,0.17,0.438,281.5,0,12.57
"2021-02-01 12:45:00",748,-0.294,84.1,45.54,0.131,0.499,292.3,0,12.63
"2021-02-01 12:50:00",749,-0.243,83.8,70.09,0.14,0.412,294.6,0,12.71
"2021-02-01 12:55:00",750,-0.048,82.7,89.2,0.067,0.289,108.2,0,12.8
"2021-02-01 13:00:00",751,0.083,82.1,108,0.098,0.421,296,0,12.91
"2021-02-01 13:05:00",752,0.307,81.3,126.5,0.052,0.202,236.6,0,13.04
"2021-02-01 13:10:00",753,0.591,79.95,144.9,0.052,0.237,128.4,0,13.18
"2021-02-01 13:15:00",754,0.88,78.92,162.2,0.034,0.158,192.3,0,12.99
"2021-02-01 13:20:00",755,1.19,77.54,182.2,0.065,0.386,178.1,0,13.28
"2021-02-01 13:25:00",756,1.489,76.37,201.7,0.05,0.202,213.6,0,13.45
"2021-02-01 13:30:00",757,1.731,75.33,220.3,0.116,0.35,205.4,0,13.55
"2021-02-01 13:35:00",758,1.983,74.34,238.8,0.086,0.359,236.1,0,13.68
"2021-02-01 13:40:00",759,2.234,73.46,256,0.066,0.368,124.8,0,13.68
"2021-02-01 13:45:00",760,2.461,72.16,271.7,0.068,0.35,165,0,13.72
"2021-02-01 13:50:00",761,2.717,71.24,285,0.041,0.324,128.8,0,13.76
"2021-02-01 13:55:00",762,2.961,69.94,311.5,0.073,0.368,231.3,0,13.82
"2021-02-01 14:00:00",763,3.154,69.75,322.2,0.069,0.245,116.6,0,13.85
"2021-02-01 14:05:00",764,3.444,69.04,329,0.034,0.193,119.7,0,13.89
"2021-02-01 14:10:00",765,3.913,67.23,349.9,0.025,0.237,112.7,0,13.96
"2021-02-01 14:15:00",766,4.078,66.45,362.7,0.075,0.28,134.6,0,13.99
"2021-02-01 14:20:00",767,4.334,65.59,373.2,0.054,0.377,141.7,0,13.98
"2021-02-01 14:25:00",768,4.43,64.94,392.1,0.109,0.386,123.9,0,13.85
"2021-02-01 14:30:00",769,4.627,64.43,416,0.101,0.368,117.1,0,13.85
"2021-02-01 14:35:00",770,4.761,63.6,430.3,0.151,0.35,138.9,0,13.79
"2021-02-01 14:40:00",771,4.911,63.13,439.1,0.07,0.315,152.9,0,13.79
"2021-02-01 14:45:00",772,5.19,62.64,455.4,0.076,0.307,116.2,0,13.79
"2021-02-01 14:50:00",773,5.608,61.8,470.9,0.054,0.184,126.3,0,13.79
"2021-02-01 14:55:00",774,5.751,60.69,484.3,0.158,0.359,96.7,0,13.75
"2021-02-01 15:00:00",775,5.938,60.44,495.4,0.091,0.272,97.4,0,13.76
"2021-02-01 15:05:00",776,6.193,59.09,515.9,0.115,0.429,98.2,0,13.76
"2021-02-01 15:10:00",777,6.465,58.62,526.6,0.067,0.491,106.6,0,13.76
"2021-02-01 15:15:00",778,6.68,57.52,544.3,0.085,0.228,107.9,0,13.76
"2021-02-01 15:20:00",779,6.822,57.01,557.6,0.178,0.517,106,0,13.76
"2021-02-01 15:25:00",780,6.92,56.51,551,0.042,0.342,110.8,0,13.73
"2021-02-01 15:30:00",781,7.313,54.86,547.5,0.108,0.421,97.7,0,13.73
"2021-02-01 15:35:00",782,7.431,54.23,590,0.065,0.315,124.3,0,13.7
"2021-02-01 15:40:00",783,7.744,52.25,595.3,0.117,0.394,123.7,0,13.7
"2021-02-01 15:45:00",784,7.927,51.11,613,0.099,0.412,110.9,0,13.73
"2021-02-01 15:50:00",785,8.29,49.9,623.6,0.077,0.21,96.5,0,13.73
"2021-02-01 15:55:00",786,8.36,50,629.4,0.173,0.815,110,0,13.68
"2021-02-01 16:00:00",787,8.53,49.58,636,0.125,0.359,101.8,0,13.67
"2021-02-01 16:05:00",788,8.66,48.32,643.9,0.15,0.508,130.2,0,13.67
"2021-02-01 16:10:00",789,8.74,48.33,649.5,0.11,0.35,96.5,0,13.65
"2021-02-01 16:15:00",790,98.12,47.1,662.4,0.092,0.438,118.8,0,13.73
"2021-02-01 16:20:00",791,9.14,47.01,671.6,0.129,0.403,114.4,0,13.62
"2021-02-01 16:25:00",792,9.4,45.86,673.1,0.18,0.482,102.1,0,13.62
"2021-02-01 16:30:00",793,9.36,45.78,679.6,0.079,0.315,81.7,0,13.65
"2021-02-01 16:35:00",794,9.61,45.24,684.2,0.073,0.429,116.6,0,13.65
"2021-02-01 16:40:00",795,10.02,43.29,686.4,0.104,0.324,98.9,0,13.65
"2021-02-01 16:45:00",796,9.98,43.1,691.8,0.229,0.587,127.4,0,13.68
"2021-02-01 16:50:00",797,9.8,43.52,699.9,0.164,0.359,119.3,0,13.68
"2021-02-01 16:55:00",798,9.96,43.13,707.2,0.181,0.438,93.8,0,13.68
"2021-02-01 17:00:00",799,10.05,43.47,708,0.095,0.386,105.5,0,13.68
"2021-02-01 17:05:00",800,10.29,43.22,686.3,0.176,0.885,133.6,0,13.68
"2021-02-01 17:10:00",801,10.76,41.74,699.7,0.111,0.359,93.2,0,13.68
"2021-02-01 17:15:00",802,10.79,40.88,688.9,0.124,0.394,118,0,13.71
"2021-02-01 17:20:00",803,10.8,41.25,719.1,0.195,0.552,104.3,0,13.68
"2021-02-01 17:25:00",804,10.76,41.29,720.7,0.146,0.499,89.8,0,13.68
"2021-02-01 17:30:00",805,10.75,40.79,717.3,0.103,0.298,94.1,0,13.68
"2021-02-01 17:35:00",806,11.28,39.73,715.1,0.107,0.552,65.16,0,13.76
"2021-02-01 17:40:00",807,11.72,37.87,718.5,0.057,0.368,91.4,0,13.68
"2021-02-01 17:45:00",808,12.26,36.53,715.8,0.05,0.307,38.5,0,13.68
"2021-02-01 17:50:00",809,12.07,37.19,713,0.113,0.412,84,0,13.65
"2021-02-01 17:55:00",810,12.19,36.79,714.9,0.063,0.429,49.92,0,13.65
"2021-02-01 18:00:00",811,12.06,35.97,710.1,0.198,0.605,110.4,0,13.65
"2021-02-01 18:05:00",812,11.7,36.9,706.9,0.124,0.307,108.6,0,13.63
"2021-02-01 18:10:00",813,12.23,36.1,690.8,0.088,0.342,95,0,13.62
"2021-02-01 18:15:00",814,12.42,34.74,679.9,0.121,0.368,62.47,0,13.62
"2021-02-01 18:20:00",815,12.68,34.14,671.5,0.095,0.412,26.27,0,13.62
"2021-02-01 18:25:00",816,12.59,33.72,679.2,0.149,0.473,134.3,0,13.6
"2021-02-01 18:30:00",817,12.24,34.36,668.9,0.151,0.578,124.2,0,13.6
"2021-02-01 18:35:00",818,12.64,32.19,2620.1,0.084,0.307,82.8,0,13.6
"2021-02-01 18:40:00",819,12.75,31.98,676,0.254,0.876,93.6,0,13.6
"2021-02-01 18:45:00",820,12.81,31.62,628.5,0.072,0.28,54.52,0,13.6
"2021-02-01 18:50:00",821,12.93,30.4,587.8,0.079,0.324,99.1,0,13.57
"2021-02-01 18:55:00",822,12.71,29.69,587.5,0.265,0.657,111.2,0,13.52
"2021-02-01 19:00:00",823,12.41,29.95,656.2,0.209,0.578,118.9,0,13.54
"2021-02-01 19:05:00",824,13.09,29.68,580,0.035,0.245,127.1,0,13.54
"2021-02-01 19:10:00",825,13.11,29.34,611,0.099,0.307,95.9,0,13.57
"2021-02-01 19:15:00",826,12.89,30.02,574.7,0.075,0.386,55.68,0,13.57
"2021-02-01 19:20:00",827,12.66,30.34,617.6,0.135,0.464,99.3,0,13.57
"2021-02-01 19:25:00",828,12.46,30.31,605.4,0.148,0.675,105.1,0,13.6
"2021-02-01 19:30:00",829,12.91,30.22,607.5,0.134,0.631,93.3,0,13.6
"2021-02-01 19:35:00",830,13.13,29.35,566.3,0.094,0.333,109.8,0,13.6
"2021-02-01 19:40:00",831,13.68,28.57,459,0.099,0.342,81.8,0,13.6
"2021-02-01 19:45:00",832,13.53,28.39,491.6,0.101,0.499,124.1,0,13.6
"2021-02-01 19:50:00",833,13.12,29.16,542.2,0.108,0.447,112.5,0,13.6
"2021-02-01 19:55:00",834,13.33,29.14,514.3,0.075,0.386,133.1,0,13.57
"2021-02-01 20:00:00",835,13.99,27.82,515,0.092,0.508,103.8,0,13.57
"2021-02-01 20:05:00",836,14.01,26.84,474.3,0.092,0.482,90.9,0,13.57
"2021-02-01 20:10:00",837,13.75,25.88,452.3,0.091,0.307,120.1,0,13.57
"2021-02-01 20:15:00",838,13.53,26.87,463.5,0.134,0.429,103.2,0,13.52
"2021-02-01 20:20:00",839,13.54,26.96,469,0.047,0.237,96.4,0,13.55
"2021-02-01 20:25:00",840,13.55,26.57,407.8,0.054,0.254,86.3,0,13.54
"2021-02-01 20:30:00",841,13.41,27.2,414.7,0.063,0.324,128.2,0,13.37
"2021-02-01 20:35:00",842,13.55,26.67,407.3,130.061,0.245,105.1,0,13.23
"2021-02-01 20:40:00",843,13.11,27.05,409.1,0.092,0.35,103.8,0,13.17
"2021-02-01 20:45:00",844,13.15,27.4,399.8,0.185,0.534,94.6,0,13.13
"2021-02-01 20:50:00",845,13.76,26.86,385.1,0.066,0.403,354.4,0,13.1
"2021-02-01 20:55:00",846,13.98,26.24,324.5,0.06,0.473,185.5,0,13.09
"2021-02-01 21:00:00",847,13.94,26.3,298.4,0.045,0.202,91.3,0,13.07
"2021-02-01 21:05:00",848,13.82,26.23,321.4,0.025,0.158,116.5,0,13.09
"2021-02-01 21:10:00",849,13.84,26.27,371.6,0.022,0.175,140.2,0,13.08
"2021-02-01 21:15:00",850,13.85,26.37,326.3,0.068,0.324,102.4,0,13.04
"2021-02-01 21:20:00",851,13.47,27.12,105,0.146,0.359,92.9,0,13.03
"2021-02-01 21:25:00",852,13.13,27.65,74.97,0.153,0.359,88.7,0,13.02
"2021-02-01 21:30:00",853,13.07,27.8,67.47,0.099,0.412,95.5,0,13.01
"2021-02-01 21:35:00",854,13.1,27.76,75.62,0.055,0.237,99.4,0,13.02
"2021-02-01 21:40:00",855,12.94,28.29,72.75,0.037,0.202,93.5,0,13
"2021-02-01 21:45:00",856,12.99,28.21,56.71,0.001,0.053,65.48,0,12.98
"2021-02-01 21:50:00",857,12.9,28.14,58.43,0.079,0.464,116.5,0,12.98
"2021-02-01 21:55:00",858,12.64,28.64,58.95,0.207,0.666,100.1,0,12.97
"2021-02-01 22:00:00",859,12.78,28.6,59.62,0.055,0.342,124,0,12.95
"2021-02-01 22:05:00",860,12.79,28.61,59.04,0.013,0.14,93.6,0,12.97
"2021-02-01 22:10:00",861,12.75,28.67,56.74,0.007,0.105,94.3,0,12.96
"2021-02-01 22:15:00",862,12.59,29.05,46.08,0.032,0.263,92.9,0,12.95
"2021-02-01 22:20:00",863,12.6,29.11,30.25,0.068,0.324,96.2,0,12.94
"2021-02-01 22:25:00",864,12.57,29.85,29.56,0.106,0.473,57.61,0,12.94
"2021-02-01 22:30:00",865,12.54,29.99,37.04,0.157,0.473,76.41,0,12.94
"2021-02-01 22:35:00",866,12.43,30.86,38.54,0.092,0.359,78.76,0,12.93
"2021-02-01 22:40:00",867,12.38,30.54,38.6,0.169,0.473,77.85,0,12.93
"2021-02-01 22:45:00",868,12.38,30.84,34.19,0.026,0.219,66.52,0,12.93
"2021-02-01 22:50:00",869,12.37,31.34,26.6,0.122,0.298,86.8,0,12.92
"2021-02-01 22:55:00",870,12.24,31.34,16.81,0.094,0.35,81.5,0,12.88
"2021-02-01 23:00:00",871,12.09,31.6,9.69,0.166,0.412,78.67,0,12.9
"2021-02-01 23:05:00",872,12.09,31.61,5.404,0.085,0.263,59.57,0,12.9
"2021-02-01 23:10:00",873,11.96,31.99,2.16,0.107,0.289,71.63,0,12.9
"2021-02-01 23:15:00",874,11.77,32.32,0.889,0.188,0.482,89.9,0,12.89
"2021-02-01 23:20:00",875,17.78,33,0.213,0.189,0.508,103.6,0,12.89
"2021-02-01 23:25:00",876,11.72,32.61,0.06,0.247,0.534,80.9,0,12.88
"2021-02-01 23:30:00",877,11.71,32.78,0.021,0.063,0.368,68.27,0,12.88
"2021-02-01 23:35:00",878,11.59,32.94,0.006,0.244,0.421,84.7,0,12.88
"2021-02-01 23:40:00",879,11.38,33.88,0.005,0.063,0.193,153.8,0,12.88
"2021-02-01 23:45:00",880,11.08,33.56,0.002,0.22,0.631,182.4,0,12.87
"2021-02-01 23:50:00",881,10.93,32.83,0.003,0.38,0.622,185.5,0,12.87
"2021-02-01 23:55:00",882,10.94,32.82,0.002,0.158,0.447,191.2,0,12.87
"2021-02-02 00:00:00",883,10.93,32.92,0.002,0.146,0.657,198.4,0,12.87
"2021-02-02 00:05:00",884,10.91,33.06,-0.001,0.085,0.386,223.3,0,12.86
"2021-02-02 00:10:00",885,10.9,33.08,0.003,0.128,0.359,216,0,12.86
"2021-02-02 00:15:00",886,10.84,33.29,0.002,0.168,0.508,135.2,0,12.84
"2021-02-02 00:20:00",887,10.73,33.95,0.001,0.314,0.666,102.8,0,12.85
"2021-02-02 00:25:00",888,10.73,35.33,0.002,0.446,0.683,85.7,0,12.85
"2021-02-02 00:30:00",889,10.82,34.72,0.003,0.441,0.692,87.5,0,12.85
"2021-02-02 00:35:00",890,10.72,35.4,0.001,0.04,0.193,103.5,0,12.85
"2021-02-02 00:40:00",891,10.56,35.33,0.002,0.144,0.412,111.8,0,12.82
"2021-02-02 00:45:00",892,10.3,36.52,0.002,0.386,0.797,100,0,12.84
"2021-02-02 00:50:00",893,10.14,37.25,0.002,0.367,0.71,103.2,0,12.78
"2021-02-02 00:55:00",894,9.86,38.14,0.002,0.593,0.946,95.4,0,12.83
"2021-02-02 01:00:00",895,9.63,38.24,0.002,0.218,0.736,109.8,0,12.83
"2021-02-02 01:05:00",896,9.42,38.54,0.001,0.226,0.605,108,0,12.83
"2021-02-02 01:10:00",897,9.21,39.25,-0.001,0.171,0.64,166.8,0,12.83
"2021-02-02 01:15:00",898,8.99,39.78,0.004,0.229,0.657,140.1,0,12.83
"2021-02-02 01:20:00",899,8.78,40.43,0.002,0.314,0.824,189.9,0,12.82
"2021-02-02 01:25:00",900,8.52,41.14,0.003,0.299,0.771,200.6,0,12.82
"2021-02-02 01:30:00",901,8.25,41.84,0.003,0.515,0.789,160.5,0,12.82
"2021-02-02 01:35:00",902,8.13,42.25,0,0.379,0.71,216,0,12.77
"2021-02-02 01:40:00",903,8.12,42.37,0.001,0.593,1.016,201.2,0,12.81
"2021-02-02 01:45:00",904,7.922,43.13,0.002,0.296,0.78,224.7,0,12.81
"2021-02-02 01:50:00",905,7.776,43.54,0.001,0.24,0.815,258.3,0,12.81
"2021-02-02 01:55:00",906,7.816,43.31,0.002,0.214,0.727,272.5,0,12.8
